"category","upc","brand_filled","brand_source","line","product_descr","num_cartridges_f","mL_total_imputed","mL_rule","mL_n_siblings","mL_sibling_lo","mL_sibling_hi","nic_yield_tot_imputed","nic_rule","implied_raw_mg_per_mL","t2_type_override","review_flag","total_units"
"e-liquid (impute mL)","489525720184","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON ICE CREATE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",11
"e-liquid (impute mL)","036586039506","FLAVORED MIST","raw","F-M E-CGAC CHERRY","F-M E-CGAC CHERRY",3,2.7,"prefix8+carts",4,1.6,2.7,29.376,"prefix8+carts",16,NA,"minor:some_spread",10
"e-liquid (impute mL)","065436704330","CIGALECTRIC","raw","CGR E-CGC AST OL-V 2'S/BT/ECC","CGR E-CGC AST OL-V 2'S/BT/ECC",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",10
"e-liquid (impute mL)","070098780115","KING DISTRIBUTION","raw","LAVA PLUS","LAVA PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO COOL MINT BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",10
"e-liquid (impute mL)","072944053385","LOGIC","raw","LGL E-CG TOB MEDIUM","LGL E-CG TOB MEDIUM",1,1.2,"brand+carts",14,1.2,9.995843,19.584,"gpt_verified",24,"Closed pod","CHECK:siblings_disagree",10
"e-liquid (impute mL)","073621122916","SQUARE","raw","SQ E-CG MINTY MN VO","SQ E-CG MINTY MN VO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",10
"e-liquid (impute mL)","081505802304","LOGIC","raw","LOGIC VAPELEAF","LOGIC VAPELEAF SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE VAPOR AND REGULAR VAPOR SYSTEM 1 COUNT",1,1.2,"prefix8+carts",14,1.2,9.995843,19.584,"prefix8+carts",24,"Closed pod","CHECK:siblings_disagree",10
"e-liquid (impute mL)","081649401362","NICOTEK","raw","NICOTEK METRO E-CG MN KING","NICOTEK METRO E-CG MN KING",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",10
"e-liquid (impute mL)","084043916232","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",1,1.4,1.4,110.5,"prefix8+carts",116.1,NA,"note:single_sibling",10
"e-liquid (impute mL)","085005158236","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACKBERRY ICE MESH COIL BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",10
"e-liquid (impute mL)","085266255813","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",10
"e-liquid (impute mL)","085266256480","KOMGE","line","PUFF FLOW","PUFF FLOW SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PAPAYA BANANA 1000 PUFFS BOX 1 COUNT",1,4,"gpt_verified",NA,NA,NA,136,"gpt_verified",50,"Disposable","ok:gpt-medium",10
"e-liquid (impute mL)","085410000349","QUIK E-CIG","raw","QUIK E-CIG E-CG MN","QUIK E-CIG E-CG MN",1,5,"prefix10",1,5,5,54.4,"prefix10",16,NA,"note:single_sibling",10
"e-liquid (impute mL)","489525720307","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CHERRY LEMON MINT BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",10
"e-liquid (impute mL)","489525720311","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PASSION FRUIT DUO I BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",10
"e-liquid (impute mL)","697213645963","AIRIS","prefix","AIRIS NEO","AIRIS NEO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO KIWI STRAWBERRY BOX 1 COUNT",1,16,"prefix8+carts",19,6,16,272,"prefix8+carts",25,NA,"CHECK:siblings_disagree",10
"e-liquid (impute mL)","002145802025","CLEAN CIG","raw","CLN-CG E-CGA MN","CLN-CG E-CGA MN",5,NA,"none",NA,NA,NA,61.2,"own(low-conf)",NA,NA,"",9
"e-liquid (impute mL)","081068701554","NJOY","raw","NJOY E-CG TRDNL KING 10P","NJOY E-CG TRDNL KING 10P",10,5,"prefix10",3,5,5,153,"prefix10",45,NA,"ok",9
"e-liquid (impute mL)","085005452479","FUME","line_firstword","FUME QRJOY","FUME QRJOY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY BELTZ BOX 1 COUNT",1,12,"brand+carts",22,8,12,204,"brand+carts",25,NA,"minor:some_spread",9
"e-liquid (impute mL)","085436100400","NE WHERE","raw","NE WHERE E-CG CT","NE WHERE E-CG CT",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",9
"e-liquid (impute mL)","085488600301","SMOKER'S ONE CHOICE","raw","SOC E-CG MEDIUM","SOC E-CG MEDIUM",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",9
"e-liquid (impute mL)","489525720171","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY KIWI CREATE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",9
"e-liquid (impute mL)","001396461400","X HALE O2","raw","X HALE O2 E-CG","X HALE O2 E-CG",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",8
"bare UPC (needs barcode lookup)","073621191079",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",8
"e-liquid (impute mL)","079357323335","IMPERIAL","raw","IMPRL HK E-CG SUMMERTIME SWIRL","IMPRL HK E-CG SUMMERTIME SWIRL",1,19.991686,"brand+carts",1,19.991686,19.991686,244.69823664,"brand+carts",18,NA,"weak:coarse_match",8
"e-liquid (impute mL)","081342001433","KRAVE","raw","KRAVE E-CG TOB","KRAVE E-CG TOB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",8
"e-liquid (impute mL)","085005158239","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY WATERMELON BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",8
"e-liquid (impute mL)","085266255833","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.9,"gpt_verified",NA,NA,NA,74.936,"gpt_verified",58,"Closed pod","ok:gpt-low",8
"e-liquid (impute mL)","489525720153","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO FUJI ICE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",8
"e-liquid (impute mL)","505671640243","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY LEMONADE MESH COIL BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",8
"e-liquid (impute mL)","075602973446","NIIN","raw","NIIN AIR","NIIN AIR SMOKING ALTERNATIVE PRODUCT GUAVA CHILL 1 COUNT",1,NA,"none",NA,NA,NA,106.25,"own(low-conf)",NA,NA,"",7
"e-liquid (impute mL)","081068701553","NJOY","raw","NJOY E-CG TRDNL KING","NJOY E-CG TRDNL KING",10,5,"prefix10",3,5,5,153,"prefix10",45,NA,"ok",7
"bare UPC (needs barcode lookup)","081342001286",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",7
"e-liquid (impute mL)","084043916235","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",1,1.4,1.4,110.5,"prefix8+carts",116.1,NA,"note:single_sibling",7
"e-liquid (impute mL)","085438400467","LOGIC","raw","LOGIC PRO","LOGIC PRO SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,3,"gpt_verified",NA,NA,NA,36.72,"gpt_verified",18,"Closed pod","ok:gpt-high",7
"e-liquid (impute mL)","085962600260","FINITI","raw","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,3,"prefix11",1,3,3,27.2,"prefix11",13.3,NA,"note:single_sibling",7
"e-liquid (impute mL)","489525720150","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO CRANBERRY GRAPE CREATE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",7
"e-liquid (impute mL)","489525720167","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO SAKURA GRAPE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",7
"e-liquid (impute mL)","489525720170","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY ICE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",7
"e-liquid (impute mL)","073621190409","SQUARE","raw","SQUARE E-CG VO","SQUARE E-CG VO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",6
"bare UPC (needs barcode lookup)","075166721591",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",6
"e-liquid (impute mL)","075166721595","VOODOO","raw","VOODOO E-HOOKAH E-CG MN","VOODOO E-HOOKAH E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",6
"e-liquid (impute mL)","079357311757","IMPERIAL","raw","IMPRL HK E-CG IMPERIAL MIX","IMPRL HK E-CG IMPERIAL MIX",1,19.991686,"brand+carts",1,19.991686,19.991686,244.69823664,"brand+carts",18,NA,"weak:coarse_match",6
"e-liquid (impute mL)","081076702202","MILLENNIUM","raw","MLNM E-CG LIQUID CRANBERRY","MLNM E-CG LIQUID CRANBERRY",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",6
"e-liquid (impute mL)","081713502256","CUE","line_firstword","CUE","CUE SMOKING ALTERNATIVE PRODUCT BOX 1 COUNT",1,4.9979215,"line+carts",1,4.9979215,4.9979215,20.39151972,"line+carts",6,NA,"note:single_sibling",6
"e-liquid (impute mL)","084043916181","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix11",1,1.4,1.4,110.5,"prefix11",116.1,NA,"note:single_sibling",6
"e-liquid (impute mL)","084043916187","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix11",1,1.4,1.4,110.5,"prefix11",116.1,NA,"note:single_sibling",6
"e-liquid (impute mL)","084043916193","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",6
"e-liquid (impute mL)","084043916229","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",1,1.4,1.4,110.5,"prefix8+carts",116.1,NA,"note:single_sibling",6
"e-liquid (impute mL)","084043916247","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",1,1.4,1.4,110.5,"prefix8+carts",116.1,NA,"note:single_sibling",6
"e-liquid (impute mL)","085962600265","FINITI","raw","FIN AST NO 2'S/ECCR","FIN AST NO 2'S/ECCR",8,3,"prefix11",1,3,3,27.2,"prefix11",13.3,NA,"note:single_sibling",6
"hardware/device (exclude)","505671640218","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUEBERRY P AND B CLOUDD BATTERY INDICATOR BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",6
"e-liquid (impute mL)","036586037400","VAPIN PLUS","raw","VAPIN PLUS LVP","VAPIN PLUS LVP",3,2.7,"prefix8+carts",4,1.6,2.7,29.376,"prefix8+carts",16,NA,"minor:some_spread",5
"e-liquid (impute mL)","075166701019","VOODOO","raw","V E-L E-CG LIQUID BB","V E-L E-CG LIQUID BB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","081068701245","NJOY","raw","NJOY E-CGC MN NO RFL","NJOY E-CGC MN NO RFL",5,5,"prefix11",2,5,5,81.6,"prefix11",24,NA,"ok",5
"e-liquid (impute mL)","081068701492","NJOY","raw","NJOY POD CLASSIC TOB 5%","NJOY POD CLASSIC TOB 5%",2,3.8,"gpt_verified",NA,NA,NA,149.872,"gpt_verified",58,"Closed pod","ok:gpt-high",5
"e-liquid (impute mL)","081068701717","NJOY","raw","NJOY E-CG MN KING -5.00","NJOY E-CG MN KING -5.00",5,10,"prefix10",6,10,10,68,"prefix10",10,NA,"ok",5
"e-liquid (impute mL)","081342001434","KRAVE","raw","KRAVE E-CG MN","KRAVE E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","081717001001","NICSTICK","raw","NICSTICK E-CGAC USA MIX","NICSTICK E-CGAC USA MIX",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","083921900082","CIG2O","raw","CIG2O EVCC MN","CIG2O EVCC MN",5,5,"prefix8_percart",10,NA,NA,28.56,"prefix8",8.4,NA,"weak:coarse_match",5
"e-liquid (impute mL)","084920500135","VUSE","raw","VUSE SOLO","VUSE SOLO SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE ORIGINAL BOX 1 COUNT",1,0.5,"gpt_verified",NA,NA,NA,16.32,"gpt_verified",48,"Closed pod","ok:gpt-medium",5
"e-liquid (impute mL)","085570400495","COSMIC FOG","raw","CSMC FG ECGL MLK&HNY","CSMC FG ECGL MLK&HNY",1,30,"gpt_verified",NA,NA,NA,61.2,"gpt_verified",3,"Open refill","ok:gpt-high",5
"e-liquid (impute mL)","085682400255","ECO-CIGS","raw","ECO-CIGS E-CGCM MN MINI","ECO-CIGS E-CGCM MN MINI",3,NA,"none",NA,NA,NA,36.72,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","085965400212","BLU","raw","BLU CIGS E-CGCM M-M RFL","BLU CIGS E-CGCM M-M RFL",5,5,"gpt_verified",NA,NA,NA,54.4,"prefix10",16,"Closed pod","ok:gpt-medium",5
"e-liquid (impute mL)","489525720156","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MALIBU BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",5
"hardware/device (exclude)","505671640227","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY MANGO BATTERY INDICATOR BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","505671640280","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO ACAI BERRY STORM ICE MESH COIL BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",5
"e-liquid (impute mL)","671716977155","HYPPE","line","HYPPE MAX AIR","HYPPE MAX AIR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLACK SAKURA MESH COIL BOX IN WRAP 1 COUNT",1,13,"gpt_verified",NA,NA,NA,442,"gpt_verified",50,"Disposable","ok:gpt-high",5
"e-liquid (impute mL)","697184747333","JUICY BAR","line","JUICY BAR","JUICY BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO MEXICAN PINA COLADA MESH COIL BOX 1 COUNT",1,13,"line+carts",11,13,13,102,"line+carts",11.5,NA,"ok",5
"e-liquid (impute mL)","002590017507","E SWISHER","raw","E SWISHER E-CG MB","E SWISHER E-CG MB",1,3,"prefix11",2,3,3,30.6,"prefix11",15,NA,"ok",4
"e-liquid (impute mL)","019383500291","SHENZHEN GOLDREAMS TECHNOLOGY","raw","AIR BAR LUX","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT GEL SUNSET COCKTAIL BOTTLE 1 COUNT",1,2.7,"gpt_verified",NA,NA,NA,91.8,"gpt_verified",50,"Disposable","ok:gpt-low",4
"e-liquid (impute mL)","036586038176","21ST CENTURY SMOKE","raw","21SCS E-CG","21SCS E-CG",1,5.4,"prefix11",1,5.4,5.4,58.752,"gpt_verified",16,"Closed pod","note:single_sibling",4
"e-liquid (impute mL)","075166721827","VOODOO","raw","VOODOO E-CG LIQUID MN","VOODOO E-CG LIQUID MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"bare UPC (needs barcode lookup)","075166726959",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",4
"bare UPC (needs barcode lookup)","075166726963",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",4
"e-liquid (impute mL)","081076702038","MILLENNIUM","raw","MLNM E-CG LIQUID PICO","MLNM E-CG LIQUID PICO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","081076702206","MILLENNIUM","raw","MLNM E-CG LIQUID ENERGY COW","MLNM E-CG LIQUID ENERGY COW",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","081076702218","MILLENNIUM","raw","MLNM E-CG LIQUID LEMON","MLNM E-CG LIQUID LEMON",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","081323902284","SPACE JAM","raw","SPC JM E-CG LIQUID PLSR","SPC JM E-CG LIQUID PLSR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","083921900154","CIG2O","raw","CIG2O E-CG VANILLA CREAM","CIG2O E-CG VANILLA CREAM",1,1,"prefix10",1,1,1,12.24,"prefix10",18,NA,"note:single_sibling",4
"e-liquid (impute mL)","083921900232","CIG2O","raw","CIG2O E-CG RED HOT","CIG2O E-CG RED HOT",1,1,"prefix10",2,1,1,12.24,"prefix10",18,NA,"ok",4
"e-liquid (impute mL)","084014180184","SHENZHEN GOLDREAMS TECHNOLOGY","line","AIR BAR LUX","AIR BAR LUX SMOKING ALTERNATIVE PRODUCT RASPBERRY WATERMELON 1000 PUFFS BOX 1 COUNT",1,2.7,"gpt_verified",NA,NA,NA,91.8,"gpt_verified",50,"Disposable","ok:gpt-low",4
"e-liquid (impute mL)","084727700005","REVIVE","raw","REVIVE E-CG TOB","REVIVE E-CG TOB",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","085570400815","MISTIC","raw","HAUS ECTA RFL","HAUS ECTA RFL",1,10,"prefix10",12,10,10,163.2,"prefix10",24,NA,"ok",4
"bare UPC (needs barcode lookup)","085682400257",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",4
"e-liquid (impute mL)","086000489504","FUMEE","line_firstword","FUMEE","FUMEE SMOKING ALTERNATIVE PRODUCT MANGO 1 COUNT",1,NA,"none",NA,NA,NA,110.5,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","489525720144","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BLUE RAZZ ICE BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",4
"e-liquid (impute mL)","489525720174","IMIRACLE","line","ELF BAR","ELF BAR SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO STRAWBERRY PINA COLADA BOX 1 COUNT",1,13,"line+carts",23,9.5,13.5,102,"line+carts",11.5,NA,"minor:some_spread",4
"e-liquid (impute mL)","505671640230","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO WATERMELON BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","505671640274","LOST","line_firstword","LOST MARY","LOST MARY SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO TRIPLE BERRY DUO ICE MESH COIL BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",4
"e-liquid (impute mL)","005965400208","BLU","raw","BL-EGS E-CGCM CT","BL-EGS E-CGCM CT",5,5,"gpt_verified",NA,NA,NA,16.32,"prefix11",4.8,"Closed pod","ok:gpt-medium",3
"e-liquid (impute mL)","065436770665","CIGALECTRIC","raw","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3
"e-liquid (impute mL)","076746198888","MADURO DISTRIBUTORS","manual","LOON MAXX","LOON MAXX SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO BANANA TAFFY BOOSTED FLAVOR BOX 1 COUNT",1,6.5,"manual",NA,NA,NA,221,"manual",50,"Disposable","ok:manual",3
"e-liquid (impute mL)","081068701241","NJOY","raw","NJOY E-CGC NO RFL","NJOY E-CGC NO RFL",5,5,"prefix11",2,5,5,81.6,"prefix11",24,NA,"ok",3
"e-liquid (impute mL)","081068701683","NJOY","raw","NJOY E-CG 4P","NJOY E-CG 4P",4,2,"prefix11",3,2,2,40.8,"prefix11",30,NA,"ok",3
"e-liquid (impute mL)","081323902063","SPACE JAM","raw","SPC JM E-CG LIQUID PLUTO","SPC JM E-CG LIQUID PLUTO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3
"e-liquid (impute mL)","081649401135","NICOTEK","raw","NICOTEK METRO CHICK STICK","NICOTEK METRO CHICK STICK SMOKING ALTERNATIVE PRODUCT BOX IN WRAP 1 COUNT",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",3
"e-liquid (impute mL)","081717001006","NICSTICK","raw","NICSTICK E-CGAC USA MIX","NICSTICK E-CGAC USA MIX",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3
"e-liquid (impute mL)","084043916199","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix10",1,1.4,1.4,110.5,"prefix10",116.1,NA,"note:single_sibling",3
"e-liquid (impute mL)","085005158237","RIZN","line_firstword","RIZN","RIZN SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PEACH BLUE RASPBERRY BOX 1 COUNT",1,NA,"none",NA,NA,NA,102,"own(low-conf)",NA,NA,"",3
"e-liquid (impute mL)","085014900704","MISTIC","raw","M2CFP E-CG KRYPTOMELON","M2CFP E-CG KRYPTOMELON",1,10,"gpt_verified",NA,NA,NA,27.2,"gpt_verified",4,"Closed pod","ok:gpt-high",3
"e-liquid (impute mL)","085266256416","PUFF","line","PUFF PLUS","PUFF PLUS SMOKING ALTERNATIVE PRODUCT ELECTRONIC CIGARETTE LIQUID PO PINK LEMONADE BOX 1 COUNT",1,3.2,"gpt_verified",NA,NA,NA,108.8,"gpt_verified",50,"Disposable","ok:gpt-medium",3
"e-liquid (impute mL)","085436100411","NE WHERE","raw","NE WHERE E-CG G-G","NE WHERE E-CG G-G",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",3
"e-liquid (impute mL)","085570400812","MISTIC","raw","HAUS E-CG LIQUID A-B 5P","HAUS E-CG LIQUID A-B 5P",5,10,"prefix10",12,10,10,163.2,"prefix10",24,NA,"ok",3
"bare UPC (needs barcode lookup)","085682400256",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",3
"bare UPC (needs barcode lookup)","089961000227",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",3
"e-liquid (impute mL)","065436704351","CIGALECTRIC","raw","CIGALECTRIC E-CGC REGULAR","CIGALECTRIC E-CGC REGULAR",2,NA,"none",NA,NA,NA,38.76,"own(low-conf)",NA,NA,"",2
"bare UPC (needs barcode lookup)","075166723931",NA,"unknown",NA,NA,NA,NA,"none",NA,NA,NA,64.6,"brand",NA,NA,"",2
"e-liquid (impute mL)","075166726955","VOODOO","raw","VOODOO E-HOOKAH E-CG MN","VOODOO E-HOOKAH E-CG MN",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",2
"e-liquid (impute mL)","081076702041","ROYAL SMOKE","raw","ROYAL SMOKE E-CG RED KING","ROYAL SMOKE E-CG RED KING",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",2
"e-liquid (impute mL)","081323902015","SPACE JAM","raw","SPC JM E-CG LIQUID ASTRO","SPC JM E-CG LIQUID ASTRO",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",2
"e-liquid (impute mL)","081323902464","SPACE JAM","raw","SPC JM E-CG LIQUID MTR MLK","SPC JM E-CG LIQUID MTR MLK",1,NA,"none",NA,NA,NA,14.688,"own(low-conf)",NA,NA,"",2
"e-liquid (impute mL)","081649401360","NICOTEK","raw","NICOTEK METRO E-CG KING","NICOTEK METRO E-CG KING",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,"Disposable","CHECK:siblings_disagree",2
"e-liquid (impute mL)","081649401579","FAZE","raw","FAZE BASIC EPV","FAZE BASIC EPV",1,9.995843,"prefix8+carts",8,1,9.995843,163.13215776,"prefix8+carts",24,NA,"CHECK:siblings_disagree",2
"e-liquid (impute mL)","081764101915","VAPOR X","prefix","ELCT CGRTT VAPORIZER","ELCT CGRTT VAPORIZER",1,2,"prefix8+carts",1,2,2,24.48,"prefix8+carts",18,NA,"note:single_sibling",2
"e-liquid (impute mL)","083921900145","CIG2O","raw","CIG2O E-CG GRAPE","CIG2O E-CG GRAPE",1,1,"prefix11",1,1,1,12.24,"prefix11",18,NA,"note:single_sibling",2
"e-liquid (impute mL)","084043916241","NJOY","line","ELCT CGRTT LIQUID POD","ELCT CGRTT LIQUID POD",1,1.4,"prefix8+carts",1,1.4,1.4,110.5,"prefix8+carts",116.1,NA,"note:single_sibling",2
